ID;Year;Month;Day;DATE;TSU;EQ;Name;Location;Country;Latitude;Longitude;Elevation;Type;Status;Time;VEI;Agent;DEATHS;DEATHS_DESCRIPTION;MISSING;MISSING_DESCRIPTION;INJURIES;INJURIES_DESCRIPTION;DAMAGE_MILLIONS_DOLLARS;DAMAGE_DESCRIPTION;HOUSES_DESTROYED;HOUSES_DESTROYED_DESCRIPTION;TOTAL_DEATHS;TOTAL_DEATHS_DESCRIPTION;TOTAL_MISSING;TOTAL_MISSING_DESCRIPTION;TOTAL_INJURIES;TOTAL_INJURIES_DESCRIPTION;TOTAL_DAMAGE_MILLIONS_DOLLARS;TOTAL_DAMAGE_DESCRIPTION;TOTAL_HOUSES_DESTROYED;TOTAL_HOUSES_DESTROYED_DESCRIPTION
V451;1952;9;16;1952/9/16;TSU;;Myojun Knoll;Izu Is-Japan;Japan;32,1;139,85;360;Submarine volcano;Holocene;Unknown;2;;;;;;;;;;;;;;;;;;;;;
V452;1952;9;23;1952/9/23;TSU;;Myojun Knoll;Izu Is-Japan;Japan;32,1;139,85;360;Submarine volcano;Holocene;Unknown;2;;;;;;;;;;;;;;;;;;;;;
V453;1952;9;24;1952/9/24;TSU;;Myojun Knoll;Izu Is-Japan;Japan;32,1;139,85;360;Submarine volcano;Holocene;Unknown;2;P;31;1;;;;;;1;;;31;1;;;;;;1;;
V454;1952;9;26;1952/9/26;TSU;;Myojun Knoll;Izu Is-Japan;Japan;32,1;139,85;360;Submarine volcano;Holocene;Unknown;2;;;;;;;;;;;;;;;;;;;;;
V455;1952;;;;;;Ambalatungan Group;Luzon-Philippines;Philippines;17,32;121,1;2329;Compound volcano;Fumarolic;U;1;;12;1;;;;;;;;;12;1;;;;;;;;
V456;1953;3;11;1953/3/11;TSU;;Myojun Knoll;Izu Is-Japan;Japan;32,1;139,85;360;Submarine volcano;Holocene;Unknown;2;;;;;;;;;;;;;;;;;;;;;
V457;1953;3;23;1953/3/23;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;3;P;64;2;;;57;2;;2;144;3;64;2;;;57;2;;2;144;3
V458;1953;3;25;1953/3/25;TSU;;Myojun Knoll;Izu Is-Japan;Japan;32,1;139,85;360;Submarine volcano;Holocene;Unknown;2;;;;;;;;;;;;;;;;;;;;;
V459;1953;4;27;1953/4/27;;;Aso;Kyushu-Japan;Japan;32,88;131,1;1592;Caldera;Historical;D1;2;T;6;1;;;;;;;;;6;1;;;;;;;;
V460;1953;6;27;1953/6/27;TSU;;St. Andrew Strait;Admiralty Is-SW Paci;Papua New Guinea;-2,38;147,35;270;Complex volcano;Historical;D2;0;;;;;;;;;;;;;;;;;;;1;;
V461;1953;6;;;;;Sirung;Lesser Sunda Is;Indonesia;-8,51;124,148;862;Complex volcano;Historical;D1;0;;5;1;;;1;1;;;;;5;1;;;1;1;;;;
V462;1953;10;5;1953/10/5;;;Oshima;Izu Is-Japan;Japan;34,73;139,38;758;Stratovolcano;Historical;D1;1;;1;1;;;;;;;;;1;1;;;;;;;;
V463;1954;2;;;TSU;;Stromboli;Italy;Italy;38,789;15,213;926;Stratovolcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V464;1954;8;3;1954/8/3;;;Bam;New Guinea-NE of;Papua New Guinea;-3,6;144,85;685;Stratovolcano;Historical;D2;2;I;25;1;;;;2;;;;;25;1;;;;2;;;;
V465;1954;;;;;;Hibok-Hibok;Mindanao-Philippines;Philippines;9,203;124,673;1332;Stratovolcano;Historical;D2;;m;2;1;;;;;;;;;2;1;;;;;;;;
V466;1955;7;26;1955/7/26;;;Carran-Los Venados;Chile-C;Chile;-40,35;-72,07;1114;Pyroclastic cone;Historical;D1;4;G;2;1;;;;;;;;;2;1;;;;;;;;
V467;1955;10;13;1955/10/13;;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;3;;;1;;;;;;;;;;1;;;;;;;;
V468;1956;3;30;1956/3/30;TSU;;Bezymianny;Kamchatka;Russia;55,978;160,587;2882;Stratovolcano;Historical;D1;5;;;;;;;;;;;;;;;;;;;;;
V469;1957;3;11;1957/3/11;;EQ;Vsevidof;Aleutian Is;United States;53,13;-168,68;2149;Stratovolcano;Historical;D3;2;;;;;;;;;;;;;;;;;;;;;
V470;1957;6;25;1957/6/25;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;2;P;6;1;;;;;;2;;3;6;1;;;;;;2;;3
V471;1957;8;;;;;Oshima;Izu Is-Japan;Japan;34,73;139,38;758;Stratovolcano;Historical;D1;2;T;1;1;;;53;2;;;;;1;1;;;53;2;;;;
V472;1957;10;;;;;Aso;Kyushu-Japan;Japan;32,88;131,1;1592;Caldera;Historical;D1;2;T;12;1;;;;;;;;;12;1;;;;;;;;
V473;1958;7;12;1958/7/12;;;Mahawu;Sulawesi-Indonesia;Indonesia;1,358;124,858;1324;Stratovolcano;Historical;D1;2;M;1;1;;;10;1;;;;;1;1;;;10;1;;;;
V474;1958;10;7;1958/10/7;TSU;;Kuwae;Vanuatu-SW Pacific;Vanuatu;-16,829;168,536;-2;Caldera;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V475;1960;5;25;1960/5/25;TSU;EQ;Puyehue;Chile-C;Chile;-40,59;-72,117;2236;Stratovolcano;Holocene;U;3;;;;;;;;;;;;;;;;;;;;;
V476;1961;1;25;1961/1/25;;;Calbuco;Chile-S;Chile;-41,326;-72,614;2003;Stratovolcano;Historical;D2;3;;;;;;;;;1;;;;;;;;;;;;
V477;1961;8;18;1961/8/18;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;2;T;1;1;;;;;;;;;1;1;;;;;;;;
V478;1962;6;29;1962/6/29;;;Tokachi;Hokkaido-Japan;Japan;43,42;142,68;2077;Stratovolcano;Historical;D1;3;T;5;1;;;11;1;;;;;5;1;;;11;1;;;;
V479;1962;12;31;1962/12/31;;;Gamalama;Halmahera-Indonesia;Indonesia;0,8;127,325;1715;Stratovolcano;Historical;D1;2;;5;1;;;5;1;;;;;5;1;;;5;1;;;;
V480;1963;3;13;1963/3/13;;;Irazu;Costa Rica;Costa Rica;9,979;-83,852;3432;Stratovolcano;Historical;D1;3;M,T;40;1;;;;1;;;400;3;40;1;;;;1;;;400;3
V481;1963;3;17;1963/3/17;TSU;;Agung;Lesser Sunda Is;Indonesia;-8,342;115,508;3142;Stratovolcano;Historical;D1;4;P,T,M,A;1028;4;;3;624;3;;;;;1028;4;;3;624;3;;;;
V482;1963;5;5;1963/5/5;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;T;1;1;;;;;;;;;1;1;;;;;;;;
V483;1963;5;16;1963/5/16;;EQ;Agung;Lesser Sunda Is;Indonesia;-8,342;115,508;3142;Stratovolcano;Historical;D1;3;;120;2;;;;;;;;;120;2;;;;;;;;
V484;1963;5;21;1963/5/21;;;Villarrica;Chile-C;Chile;-39,42;-71,93;2847;Stratovolcano;Historical;D1;2;M;;1;;;;;;;;;;1;;;;;;;;
V485;1963;9;5;1963/9/5;;;Batur;Lesser Sunda Is;Indonesia;-8,242;115,375;1717;Caldera;Historical;D1;2;;2;1;;;;;;;;1;2;1;;;;;;;;1
V486;1963;9;28;1963/9/28;;;Fuego;Guatemala;Guatemala;14,473;-90,88;3763;Stratovolcano;Historical;D1;3;M;7;1;;;;;;;;;7;1;;;;;;;;
V487;1964;1;1;1964/1/1;;;Paluweh;Lesser Sunda Is;Indonesia;-8,32;121,708;875;Stratovolcano;Historical;D1;2;;1;1;;;3;1;;;;;1;1;;;3;1;;;;
V488;1964;3;3;1964/3/3;;;Villarrica;Chile-C;Chile;-39,42;-71,93;2847;Stratovolcano;Historical;D1;2;M;25;1;;;;;;;;;25;1;;;;;;;;
V489;1964;12;13;1964/12/13;;;Dieng Volc Complex;Java;Indonesia;-7,2;109,92;2565;Complex volcano;Historical;D1;1;;114;3;;;;;;;;;114;3;;;;;;;;
V490;1965;9;28;1965/9/28;TSU;;Taal;Luzon-Philippines;Philippines;14,002;120,993;400;Stratovolcano;Historical;D1;4;P,W;355;3;;;;;;1;;1;355;3;;;;;;1;;1
V491;1966;1;13;1966/1/13;TSU;;Tinakula;Santa Cruz Is-SW Pac;Solomon Islands;-10,38;165,8;851;Stratovolcano;Historical;D1;3;;;;;;;;;;;;;;;;;;;;;
V492;1966;4;26;1966/4/26;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;4;M,m,P;215;3;78;2;86;2;;;;;215;3;78;2;86;2;;;;
V493;1966;8;12;1966/8/12;;;Awu;Sangihe Is-Indonesia;Indonesia;3,67;125,5;1320;Stratovolcano;Historical;D1;4;P,M,I;39;1;;;1000;3;;;;2;39;1;;;1000;3;;;;2
V494;1966;8;14;1966/8/14;;;Lengai, Ol Doinyo;Africa-E;Tanzania;-2,751;35,902;2890;Stratovolcano;Historical;D1;4;;;;;;;;;1;;;;;;;;;;1;;
V495;1967;1;12;1967/1/12;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;3;P;3;1;;;;;;;;;3;1;;;;;;;;
V496;1967;7;8;1967/7/8;;;Lengai, Ol Doinyo;Africa-E;Tanzania;-2,751;35,902;2890;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V497;1967;8;31;1967/8/31;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;3;M;3;1;;;;;;1;;;3;1;;;;;;1;;
V498;1967;12;4;1967/12/4;TSU;;Deception Island;Antarctica;Antarctica;-62,97;-60,65;576;Caldera;Historical;D1;3;;;;;;;;;;;;;;;;;;;;;
V499;1968;1;;;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;m;372;3;120;3;152;3;;;;;372;3;120;3;152;3;;;;
V500;1968;4;21;1968/4/21;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;3;M,P;6;1;;;;;;;;;6;1;;;;;;;;
V501;1968;7;29;1968/7/29;;;Arenal;Costa Rica;Costa Rica;10,463;-84,703;1657;Stratovolcano;Historical;D1;3;P,T;80;2;;;;;;;;;80;2;;;;;;;;
V502;1969;1;28;1969/1/28;;;Iya;Lesser Sunda Is;Indonesia;-8,88;121,63;637;Stratovolcano;Historical;D1;3;T,m;2;1;;;10;1;;;287;2;2;1;;;10;1;;;287;2
V503;1969;3;21;1969/3/21;TSU;;Didicas;Luzon-N of;Philippines;19,077;122,202;244;Compound volcano;Historical;D1;2;W;;;;;;;;;;;3;1;;;;;;;;
V504;1970;5;5;1970/5/5;;;Hekla;Iceland-S;Iceland;63,98;-19,7;1491;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V505;1971;8;12;1971/8/12;;;Hudson, Cerro;Chile-S;Chile;-45,9;-72,97;1905;Stratovolcano;Historical;D1;3;M;5;1;;;;;;;;;3;1;;;;;;;;
V506;1971;9;6;1971/9/6;TSU;;Tinakula;Santa Cruz Is-SW Pac;Solomon Islands;-10,38;165,8;851;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V507;1971;9;14;1971/9/14;;;Fuego;Guatemala;Guatemala;14,473;-90,88;3763;Stratovolcano;Historical;D1;3;M,T;10;1;;;;;;;;;10;1;;;;;;;;
V508;1971;10;26;1971/10/26;;;La Palma;Canary Is;Spain;28,58;-17,83;2426;Stratovolcano;Historical;D1;2;;;1;;;;;;1;;;;1;;;;;;1;;
V509;1971;10;29;1971/10/29;;;Villarrica;Chile-C;Chile;-39,42;-71,93;2847;Stratovolcano;Historical;D1;2;M;15;1;;;;;;;;;15;1;;;;;;;;
V510;1972;6;9;1972/6/9;;;Fournaise, Piton de la;Indian O-W;Réunion;-21,229;55,713;2631;Shield volcano;Historical;D1;2;I;3;1;;;;;;;;;3;1;;;;;;;;
V511;1972;10;9;1972/10/9;TSU;;Ritter Island;New Guinea-NE of;Papua New Guinea;-5,52;148,121;140;Stratovolcano;Historical;D1;1;;;;;;;;;;;;;;;;;;;;;
V512;1973;1;27;1973/1/27;;;Vestmannaeyjar;Iceland-S;Iceland;63,43;-20,28;279;Submarine volcano;Historical;D1;3;G;1;1;;;;;;;;;1;1;;;;;;;;
V513;1973;1;;;;;Paluweh;Lesser Sunda Is;Indonesia;-8,32;121,708;875;Stratovolcano;Historical;D1;3;;;;;;;;;1;;1;;;;;;;;1;;1
V514;1973;1;;;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;M;12;1;;;;;;;;;12;1;;;;;;;;
V515;1973;4;5;1973/4/5;;;Hudson, Cerro;Chile-S;Chile;-45,9;-72,97;1905;Stratovolcano;Historical;D1;;M;2;1;;;;;;1;;1;2;1;;;;;;1;;1
V516;1973;12;5;1973/12/5;;;Iliwerung;Lesser Sunda Is;Indonesia;-8,54;123,59;1018;Complex volcano;Historical;D1;2;W;2;1;;;;;;;;;2;1;;;;;;;;
V517;1974;2;11;1974/2/11;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;3;A;4;1;;;;;;;;;4;1;;;;;;;;
V518;1974;6;17;1974/6/17;;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;3;M;3;1;;;;;;;;;3;1;;;;;;;;
V519;1974;7;28;1974/7/28;;;Niigata-Yake-yama;Honshu-Japan;Japan;36,92;138,03;2400;Lava dome;Historical;D1;2;T;3;1;;;;;;;;;3;1;;;;;;;;
V520;1974;8;9;1974/8/9;;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;3;M;5;1;;;;;;;;;5;1;;;;;;;;
V521;1974;10;10;1974/10/10;;;Fuego;Guatemala;Guatemala;14,473;-90,88;3763;Stratovolcano;Historical;D1;4;T,M;;1;;;;;;;;;;1;;;;;;;;
V522;1974;10;17;1974/10/17;TSU;;Ritter Island;New Guinea-NE of;Papua New Guinea;-5,52;148,121;140;Stratovolcano;Historical;D1;1;;;;;;;;;;;;;;;;;;;;;
V523;1975;1;;;;;Marapi;Sumatra;Indonesia;-0,381;100,473;2891;Complex volcano;Historical;D1;2;M;80;2;;;;;;3;;3;80;2;;;;;;3;;3
V524;1975;6;17;1975/6/17;;;Arenal;Costa Rica;Costa Rica;10,463;-84,703;1657;Stratovolcano;Historical;D1;3;;2;1;;;;1;;;;;2;1;;;;1;;;;
V525;1975;11;29;1975/11/29;TSU;EQ;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;0;W;;;;;;;;;;;2;1;;;;1;4;2;;
V526;1976;8;12;1976/8/12;;;Sangay;Ecuador;Ecuador;-2,03;-78,33;5230;Stratovolcano;Historical;D1;3;T;2;1;;;4;1;;;;;2;1;;;4;1;;;;
V527;1976;8;31;1976/8/31;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;M;119;3;;;;;;;;;119;3;;;;;;;;
V528;1976;9;15;1976/9/15;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;2;P;1;1;;;1;1;;;24;1;1;1;;;1;1;;;24;1
V529;1977;1;10;1977/1/10;;;Nyiragongo;Africa-C;Congo;-1,52;29,25;3470;Stratovolcano;Historical;D1;1;L;;2;;;;;;3;;;;2;;;;;;3;;
V530;1977;4;5;1977/4/5;;;Karthala;Indian O-W;Comoros;-11,75;43,38;2361;Shield volcano;Historical;D1;0;;;1;;;;;;1;;;;1;;;;;;1;;
V531;1977;4;27;1977/4/27;;;Krafla;Iceland-NE;Iceland;65,73;-16,78;650;Caldera;Historical;D1;1;;;;;;;;;1;;;;;;;;;;1;;
V532;1977;8;2;1977/8/2;;;Kliuchevskoi;Kamchatka;Russia;56,057;160,638;4835;Stratovolcano;Historical;D1;3;T;1;1;;;;;;;;;1;1;;;;;;;;
V533;1978;1;13;1978/1/13;;;Usu;Hokkaido-Japan;Japan;42,53;140,83;731;Stratovolcano;Historical;D1;3;m;3;1;;;2;1;;;;;3;1;;;2;1;;;;
V534;1978;7;29;1978/7/29;;;Bulusan;Luzon-Philippines;Philippines;12,77;124,05;1565;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V535;1978;9;2;1978/9/2;;;Santa Maria;Guatemala;Guatemala;14,756;-91,552;3772;Stratovolcano;Historical;D1;3;M;1;1;;;;;;;;;1;1;;;;;;;;
V536;1979;2;20;1979/2/20;;;Dieng Volc Complex;Java;Indonesia;-7,2;109,92;2565;Complex volcano;Historical;D1;1;G;149;3;;;;;;;;;149;3;;;;;;;;
V537;1979;3;8;1979/3/8;;;Karkar;New Guinea-NE of;Papua New Guinea;-4,649;145,964;1839;Stratovolcano;Historical;D1;2;P;2;1;;;;;;;;;2;1;;;;;;;;
V538;1979;7;5;1979/7/5;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;T;9;1;;;23;1;;;;;9;1;;;23;1;;;;
V539;1979;9;6;1979/9/6;;;Aso;Kyushu-Japan;Japan;32,88;131,1;1592;Caldera;Historical;D1;2;T;3;1;;;11;1;;;;;3;1;;;11;1;;;;
V540;1980;5;18;1980/5/18;TSU;EQ;St. Helens;US-Washington;United States;46,2;-122,18;2549;Stratovolcano;Historical;D1;5;P,M,T;57;2;;;;;2000;4;;;57;2;;;;;2000;4;;
V541;1980;8;17;1980/8/17;;;Hekla;Iceland-S;Iceland;63,98;-19,7;1491;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V542;1981;3;17;1981/3/17;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;;;;;;;;10;3;;;;;;;;;;;;
V543;1981;4;27;1981/4/27;;;Alaid;Kuril Is;Russia;50,858;155,55;2339;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V544;1981;6;30;1981/6/30;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;;m;200;3;;;;;;;;;200;3;;;;;;;;
V545;1981;9;5;1981/9/5;;;Paluweh;Lesser Sunda Is;Indonesia;-8,32;121,708;875;Stratovolcano;Historical;D1;2;P;;;;;;;;1;;1;;;;;;;;1;;1
V546;1982;3;28;1982/3/28;;EQ;Chichon, El;Mexico;Mexico;17,36;-93,228;1150;Tuff cone;Historical;D1;5;P,T,M,S;1879;4;1755;4;;;3,3;2;;;1879;4;1755;4;;;3,3;2;;
V547;1982;4;4;1982/4/4;;;Chichon, El;Mexico;Mexico;17,36;-93,228;1150;Tuff cone;Historical;D1;5;P;33;1;;;;;;;;;33;1;;;;;;;;
V548;1982;5;17;1982/5/17;;;Galunggung;Java;Indonesia;-7,25;108,05;2168;Stratovolcano;Historical;D1;4;I,T;68;2;;;;;15;3;;;68;2;;;;;15;3;;
V549;1982;5;27;1982/5/27;;;Chichon, El;Mexico;Mexico;17,36;-93,228;1150;Tuff cone;Historical;D1;5;m;1;1;;;;;;;;;1;1;;;;;;;;
V550;1983;3;8;1983/3/8;;;Kliuchevskoi;Kamchatka;Russia;56,057;160,638;4835;Stratovolcano;Historical;D1;2;T;1;1;;;;;;;;;1;1;;;;;;;;
V551;1983;7;23;1983/7/23;;;Colo [Una Una];Sulawesi-Indonesia;Indonesia;-0,17;121,608;507;Stratovolcano;Historical;D1;4;;;;;;;;;1;;;;;;;;;;1;;
V552;1983;8;17;1983/8/17;TSU;;Iliwerung;Lesser Sunda Is;Indonesia;-8,54;123,59;1018;Complex volcano;Historical;D1;1;W;;;;;;;;;;;;;;;;;;;;
V553;1983;10;3;1983/10/3;;EQ;Miyake-jima;Izu Is-Japan;Japan;34,08;139,53;815;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;2;;
V554;1984;8;15;1984/8/15;;;San Joaquin;Africa-W;Equatorial Guinea;3,35;8,63;2009;Shield volcano;Holocene;U;;G;37;1;;;;;;;;;37;1;;;;;;;;
V555;1984;9;9;1984/9/9;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;3;M;1;1;;;;;;;;;1;1;;;;;;;;
V556;1985;11;13;1985/11/13;;;Ruiz;Colombia;Colombia;4,895;-75,322;5321;Stratovolcano;Historical;D1;3;M;23080;4;;;10000;4;;;;;23080;4;;;10000;4;;;;
V557;1986;7;24;1986/7/24;;;Stromboli;Italy;Italy;38,789;15,213;926;Stratovolcano;Historical;D1;2;T;1;1;;;;;;;;;1;1;;;;;;;;
V558;1986;8;21;1986/8/21;;;Oku Volc Field;Africa-W;Cameroon;6,25;10,5;3011;Maar;Radiocarbon;D5;3;G;1700;4;;;300;3;;;;;1700;4;;;300;3;;;;
V559;1986;10;15;1986/10/15;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;2;M;1;1;;;;;;;;;1;1;;;;;;;;
V560;1986;11;15;1986/11/15;;;Oshima;Izu Is-Japan;Japan;34,73;139,38;758;Stratovolcano;Historical;D1;3;I;1;1;;;;;;;;;1;1;;;;;;;;
V561;1987;1;25;1987/1/25;;;Pacaya;Guatemala;Guatemala;14,381;-90,601;2552;Complex volcano;Historical;D1;3;;;;;;15;1;;1;63;2;;;;;15;1;;1;63;2
V562;1987;4;17;1987/4/17;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;T;2;1;;;7;1;;;;;2;1;;;7;1;;;;
V563;1987;12;1;1987/12/1;;EQ;Sirung;Lesser Sunda Is;Indonesia;-8,51;124,148;862;Complex volcano;Historical;D1;;;;;;;;;;;;;125;3;;;;3;5;3;237;3
V564;1988;5;9;1988/5/9;;;Banda Api;Banda Sea;Pacific Ocean;-4,525;129,871;640;Caldera;Historical;D1;3;T,L;4;1;;;;;;;;;4;1;;;;;;;;
V565;1988;7;6;1988/7/6;;;Arenal;Costa Rica;Costa Rica;10,463;-84,703;1657;Stratovolcano;Historical;D1;3;T;1;1;;;;;;;;;1;1;;;;;;;;
V566;1988;12;25;1988/12/25;;;Lonquimay;Chile-C;Chile;-38,377;-71,58;2865;Stratovolcano;Historical;D1;3;T;1;1;;;;;;;;;1;1;;;;;;;;
V567;1990;2;2;1990/2/2;;;Shiveluch;Kamchatka;Russia;56,653;161,36;3283;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V568;1990;2;10;1990/2/10;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;4;T,P;32;1;;;;;;;;;32;1;;;;;;;;
V569;1990;5;29;1990/5/29;;;Sabancaya;Peru;Peru;-15,78;-71,85;5967;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V570;1990;7;19;1990/7/19;;;Santa Maria;Guatemala;Guatemala;14,756;-91,552;3772;Stratovolcano;Historical;D1;3;T;4;1;;;;;;;;;4;1;;;;;;;;
V571;1990;11;17;1990/11/17;;;Unzen;Kyushu-Japan;Japan;32,75;130,3;1500;Complex volcano;Historical;D1;1;P;43;1;;;;;;;;;43;1;;;;;;;;
V572;1991;6;15;1991/6/15;;EQ;Pinatubo;Luzon-Philippines;Philippines;15,13;120,35;1486;Stratovolcano;Historical;D1;6;P,m,I;450;3;;;4;1;;3;;;450;3;;;4;1;;3;;
V573;1991;7;3;1991/7/3;;;Karthala;Indian O-W;Comoros;-11,75;43,38;2361;Shield volcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V574;1991;8;8;1991/8/8;;;Hudson, Cerro;Chile-S;Chile;-45,9;-72,97;1905;Stratovolcano;Historical;D1;5;;;;;;;;;1;;;;;;;;;;1;;
V575;1991;10;24;1991/10/24;;;Lokon-Empung;Sulawesi-Indonesia;Indonesia;1,358;124,792;1580;Stratovolcano;Historical;D1;1;T,P;1;1;;;;;;;;;1;1;;;;;;;;
V576;1991;12;14;1991/12/14;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;;;;;;;;2,5;2;;;;;;;;;2,5;2;;
V577;1992;4;13;1992/4/13;;;Negro, Cerro;Nicaragua;Nicaragua;12,506;-86,702;728;Cinder cone;Historical;D1;3;I;2;1;;;;;;;;;2;1;;;;;;;;
V578;1992;5;11;1992/5/11;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;1;P;6;1;;;;;;;;;6;1;;;;;;;;
V579;1992;7;12;1992/7/12;;;Pinatubo;Luzon-Philippines;Philippines;15,13;120,35;1486;Stratovolcano;Historical;D1;1;m;6;1;;;;;;;;;6;1;;;;;;;;
V580;1992;9;17;1992/9/17;;;Spurr;Alaska-SW;United States;61,3;-152,25;3374;Stratovolcano;Historical;D1;3;;;;;;;;2;2;;;;;;;;;2;2;;
V581;1993;1;14;1993/1/14;;;Galeras;Colombia;Colombia;1,22;-77,37;4276;Complex volcano;Historical;D1;2;T;9;1;;;;;;;;;9;1;;;;;;;;
V582;1993;2;2;1993/2/2;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;2;P;75;2;;;;;;;;;75;2;;;;;;;;
V583;1993;4;19;1993/4/19;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;0;A;1;1;;;22;1;;;;;1;1;;;22;1;;;;
V584;1993;6;13;1993/6/13;;;Krakatau;Indonesia;Indonesia;-6,102;105,423;813;Caldera;Historical;D1;1;T;1;1;;;5;1;;;;;1;1;;;5;1;;;;
V585;1993;6;23;1993/6/23;;;Unzen;Kyushu-Japan;Japan;32,75;130,3;1500;Complex volcano;Historical;D1;1;P;1;1;;;;;;;;1;1;1;;;;;;;;1
V586;1994;1;;;;;Yasur;Vanuatu-SW Pacific;Vanuatu;-19,52;169,425;361;Stratovolcano;Historical;D1;3;;3;1;;;;;;;;;3;1;;;;;;;;
V587;1994;7;16;1994/7/16;;;Marapi;Sumatra;Indonesia;-0,381;100,473;2891;Complex volcano;Historical;D1;2;T;1;1;;;5;1;;;;;1;1;;;5;1;;;;
V588;1994;9;19;1994/9/19;TSU;;Rabaul;New Britain-SW Pac;Papua New Guinea;-4,271;152,203;688;Pyroclastic shield;Historical;D1;3;T;4;1;;;;;35;4;;;;;;;;;;;;
V589;1994;11;22;1994/11/22;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;3;;60;2;;;;;;;;;60;2;;;;;;;;
V590;1995;4;2;1995/4/2;;;Fogo;Cape Verde Is;Cape Verde;14,95;-24,35;2829;Stratovolcano;Historical;D1;2;;;;;;20;1;;1;10;1;;;;;20;1;;1;10;1
V591;1996;1;2;1996/1/2;TSU;;Karymsky;Kamchatka;Russia;54,05;159,43;1536;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V592;1996;4;30;1996/4/30;;;Popocatepetl;Mexico;Mexico;19,023;-98,622;5426;Stratovolcano;Historical;D1;3;;5;1;;;;;;1;;;5;1;;;;;;1;;
V593;1996;5;5;1996/5/5;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;P;1;1;;;;;;;;;1;1;;;;;;;;
V594;1996;9;30;1996/9/30;;;Grimsvotn;Iceland-NE;Iceland;64,42;-17,33;1725;Caldera;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
